id,short_desc,severity,failure_impact_type,action_urgency_type
336419,Remove test for org.eclipse.jdt.apt.javadoc.txt log,normal,user-facing bug,needs attention soon
45837,Init Error of classpath,normal,user-facing bug,needs attention soon
330416,Enhancement request for the Java AST/DOM package. A helper method to get a new Type ast node that corresponds to a given ITypeBinding.,enhancement,non-critical feature request,can wait (low urgency)
41971,[CVS Sync] Strange error in log,normal,user-facing bug,needs attention soon
319398,JDT Object Icons (e.g. class_obj.gif) are not guideline conform,normal,user-facing bug,needs attention soon
27181,Sleak - instrumentation not done on GTK and Motif,normal,user-facing bug,needs attention soon
35496,Setting font for Table headers does not work,normal,user-facing bug,needs attention soon
192292,Why does PDE try to build features in the order listed in feature.xml?,normal,user-facing bug,needs attention soon
57258,Option to show toString values in Variables View,enhancement,non-critical feature request,can wait (low urgency)
321558,[preferences] problem filtering should allow to combine name with value search,enhancement,non-critical feature request,can wait (low urgency)
98865,[KeyBindings] preference page: Cannot assign shortcut to Show Navigator View,normal,user-facing bug,needs attention soon
62794,Stub on code assist: Should check if method name is valid Java id,normal,user-facing bug,needs attention soon
65864,Not recognize extention plugins added by 'Managed Configuration',normal,user-facing bug,needs attention soon
137834,Code-Assist does not provide methods defined by interfaces implemented by a generic parameter,normal,non-critical feature request,can wait (low urgency)
70032,[ProblemsView] Help Context - Java Perspective,normal,user-facing bug,needs attention soon
85158,Update builders to execute clean target on Clean,normal,user-facing bug,needs attention soon
80071,Rapid stepping gets ahead of UI updates,normal,user-facing bug,needs attention soon
240308,[junit] Eclipse JUnit4 test runner displays a single test in a tree called Unrooted tests,normal,user-facing bug,needs attention soon
17083,[ExternalTools] Invalid Thread Access exception being thrown and lost,critical,system failure / crash,immediate action required
261978,[Viewers] [Snippets] JFace Snippet055HideShowColumn does not show column,normal,user-facing bug,needs attention soon
227818,NPE in spy,normal,system failure / crash,immediate action required
202394,[Viewers] Test failure for Bug2012002TableViewerTest#testBug201002 in M20070905-1045,normal,user-facing bug,needs attention soon
245497,Show origin of libraries in Runtime Classpath dialog,enhancement,non-critical feature request,can wait (low urgency)
318553,[quick fix] Add quick fix for 'The parameter x should not be assigned',enhancement,non-critical feature request,can wait (low urgency)
36241,CVS rep view - icons displayed under Versions when there is no version info.,normal,user-facing bug,needs attention soon
21551,"[DCR]GTK support for setting ""selection"" foreground/background colors (BBAWT)",normal,non-critical feature request,can wait (low urgency)
2308,workbench action example does not run (1GENQ7V),normal,user-facing bug,needs attention soon
50930,"Improve ""Step With Filters"" icon",normal,non-critical feature request,can wait (low urgency)
129324,Incorrect attibutes in Plug-in Registry view,normal,user-facing bug,needs attention soon
305433,[Gtk] unexpected MouseExit event for Shell causes bad interaction with JFace ToolTip on 3.6,normal,user-facing bug,needs attention soon
223739,[ds] create a basic editor for DS files,enhancement,non-critical feature request,can wait (low urgency)
128822,StringIndexOutOfBoundsException in log,normal,system failure / crash,immediate action required
60533,[misc] Ctrl-C doesn't work when editing/ fixing errors,normal,user-facing bug,needs attention soon
41978,Javadoc View loses formatting on resize,minor,user-facing bug,needs attention soon
68607,Need to be able to participate in JDT copy refactorings [refactoring],enhancement,non-critical feature request,can wait (low urgency)
180785,[Help] Content extensions not showing up for context help,major,user-facing bug,needs attention soon
70106,[Tasks] Show task decorators in Navigator/Package Explorer/Outline,enhancement,non-critical feature request,can wait (low urgency)
11782,java browsing: i don't see my resources [browsing],normal,user-facing bug,needs attention soon
69522,[MacOSX] Variables are not shown in debugger,normal,user-facing bug,needs attention soon
212565,[Dialogs] Open Resource dialog's camel case support fails with file extensions,enhancement,non-critical feature request,can wait (low urgency)
166934,limit open type CTRL+SHIFT+T to selected working set,enhancement,non-critical feature request,can wait (low urgency)
61166,source not found,normal,user-facing bug,needs attention soon
94481,jUnit tests taking nearly five times as long to complete,major,user-facing bug,needs attention soon
53293,[browser] Browser doesn't support user/pass logins with mozilla,normal,user-facing bug,needs attention soon
190515,"""Add to Java Search"" - nothing in progress dialog",normal,user-facing bug,needs attention soon
330771,Run last launched disappears,normal,user-facing bug,needs attention soon
283970,Invalid indentation of conditional expression,normal,user-facing bug,needs attention soon
25348,Coolbar - Emulated behavior vs Windows behavior,enhancement,non-critical feature request,can wait (low urgency)
19117,[Editor Mgmt] opening java editor can take long time - show busy cursor,major,user-facing bug,needs attention soon
236096,Incorrectly allow raw return type in overridden method,normal,non-critical feature request,can wait (low urgency)
306855,"[DBCS3.6]: TCH: RHEL5 - Cannot open ""Open Element"" dialog.",major,user-facing bug,needs attention soon
27765,Cannot copy content of classfile editor,blocker,system failure / crash,immediate action required
265375,[implicit bindings] add implicit names to certain AST nodes,normal,user-facing bug,needs attention soon
42443,"Error when inner class name has the same name than another class, but with not the same case sensitive",normal,user-facing bug,needs attention soon
144768,Code tab bar disapears,normal,user-facing bug,needs attention soon
11665,Replace with Latest with deleted folder fails,normal,user-facing bug,needs attention soon
226938,New win32 native fragment for org.eclipse.core.net,normal,user-facing bug,needs attention soon
305139,[Sync View][Apply Patch] Merging a file with an unmatched hunk hides the file,normal,user-facing bug,needs attention soon
117383,The Javac paths specified in the custom build scripts need to be extended,normal,user-facing bug,needs attention soon
137111,classpath collision for separate src / test directories,enhancement,non-critical feature request,can wait (low urgency)
10018,System Objects View does not take into consideration existing selection,normal,user-facing bug,needs attention soon
73221,Focus is not set in the top right control of tab folder,normal,user-facing bug,needs attention soon
17810,Workbench->Compare pref page doesn't resize well,normal,user-facing bug,needs attention soon
88473,Starting an external build triggers other external builders,normal,user-facing bug,needs attention soon
8983,List of views in Update shows an unknown view,normal,user-facing bug,needs attention soon
277063,ANT COPY task doesn't recognize Virtual File Systems,normal,user-facing bug,needs attention soon
110059,[ast rewrite] strange formatting after change to enhanced for,normal,user-facing bug,needs attention soon
341683,Table with TableEditor using a checkbox does not render correctly on Windows 7,normal,user-facing bug,needs attention soon
208567,[StatusHandling] Remove Java 5 from the test tool,normal,user-facing bug,needs attention soon
114888,[model] Unresponsive when reconciling and ASTProvider concurrently access LRU type cache,normal,user-facing bug,needs attention soon
25363,[Workbench] Eclipse starts (apparently) Minimized,normal,user-facing bug,needs attention soon
94368,"[Preferences] if the dialog is resized, new pages are unable to set their required size",normal,user-facing bug,needs attention soon
8815,Open Hierarchy does not set focus correctly,normal,user-facing bug,needs attention soon
215341,Probable Bug in SWT PrinterData.otherData using Linux-gtk,normal,user-facing bug,needs attention soon
40785,[plan item] Overview ruler improvements,normal,user-facing bug,needs attention soon
101139,"[javadoc] Spurious ""Javadoc: Invalid reference"" error with type names in link",normal,user-facing bug,needs attention soon
64085,[ManagedBuild] Sanity:  Getting NPE after creating C or C++ Managed Project,blocker,system failure / crash,immediate action required
139943,[Memory View] Control block size per monitor,enhancement,non-critical feature request,can wait (low urgency)
84084,"need command-line interface to ""Replace With Another Version""",enhancement,non-critical feature request,can wait (low urgency)
98096,[find/replace] find next cannot find '?' if 'whole word' checked,minor,user-facing bug,needs attention soon
101278,[Properties] Want to overide the top level page,enhancement,non-critical feature request,can wait (low urgency)
60376,AssertionFailedException,normal,user-facing bug,needs attention soon
285121,[Viewers] Native looking checkboxes in a viewer,enhancement,non-critical feature request,can wait (low urgency)
13732,'Refresh All from Local' option.,enhancement,non-critical feature request,can wait (low urgency)
100826,[browser] Can't cut/paste with keyboard in browser's location control,minor,user-facing bug,needs attention soon
156590,[breakpoints] Breakpoints remain after removal of linked source.,minor,user-facing bug,needs attention soon
1518,Icons needed for actions (1GI5UXW),enhancement,non-critical feature request,can wait (low urgency)
208602,[Dialogs] Open Type dialog needs accessible labels,normal,user-facing bug,needs attention soon
22297,[build] Modify [javac] settings,normal,user-facing bug,needs attention soon
85017,"[KeyBindings] preference page: Hang in ""org/eclipse/swt/internal/gtk/OS._gtk_tree_view_column_cell_get_size""",critical,system failure / crash,immediate action required
136,[Progress] need progress monitoring during merge (1GETBX7),normal,user-facing bug,needs attention soon
103508,TextLayout should support more than just text,enhancement,non-critical feature request,can wait (low urgency)
82432,[1.5] VerifyError with Autoboxing,critical,system failure / crash,immediate action required
46882,PST: lookup returns wrong function,normal,user-facing bug,needs attention soon
47701,Team preferences pane appears to be in bold,minor,user-facing bug,needs attention soon
264206,Cannot click links in console,normal,user-facing bug,needs attention soon
116051,[ccp][reorg] invisible focus element on name conflict dialog,minor,user-facing bug,needs attention soon
126348,"Keybindings for Display, Inspect, Step Into Selection don't work",normal,user-facing bug,needs attention soon
341608,deadlock in I20110329-0800,critical,system failure / crash,immediate action required
173240,[Browser] The action Open with Web Browser doesn't correctly enclose the URL with quotes,normal,user-facing bug,needs attention soon
223061,[JUnit] UI becomes unresponsive during several minutes when disabling 'Show Failures Only' button,normal,user-facing bug,needs attention soon
320876,[render] Missing 'final' decorator for local variables,normal,user-facing bug,needs attention soon
164012,"[content assist] Add a preferences to add ""this."" when completing field",enhancement,non-critical feature request,can wait (low urgency)
206743,Tree with columns has drawing errors when resizing to a minimum,normal,user-facing bug,needs attention soon
4887,Possible Bug when syncronizing on child of un-released folder (1GKKOY4),normal,user-facing bug,needs attention soon
97670,[preferences] Java Hovers page missing mnemonics,trivial,non-critical feature request,can wait (low urgency)
134055,[64] java VM crash on content assist,major,system failure / crash,immediate action required
111589,[ErrorHandling] rcp: error-messages non-expressive,normal,user-facing bug,needs attention soon
67728,${build_type} variable needs updating to new build story,normal,user-facing bug,needs attention soon
24012,UNDO and auto add imports,enhancement,non-critical feature request,can wait (low urgency)
30262,Offer Search for Occurrences in Views as well [search],enhancement,non-critical feature request,can wait (low urgency)
26460,Comb/CCombo don't allow type ahead,normal,non-critical feature request,can wait (low urgency)
298115,[Memory Browser] refactoring request,major,user-facing bug,needs attention soon
61812,"File Search needs ""Whole Word""",normal,user-facing bug,needs attention soon
44756,text hovers gone on a single editor,normal,user-facing bug,needs attention soon
72207,Add color constant for disabled label text color,enhancement,non-critical feature request,can wait (low urgency)
267613,Eclipse crashes if DISPLAY is not set,normal,system failure / crash,immediate action required
31157,Log ENTRY should print the build number.,normal,user-facing bug,needs attention soon
74693,Build order in build.xml for jars doesn't match order in build.properties,normal,user-facing bug,needs attention soon
35924,remove unnecessary signal blocking,normal,user-facing bug,needs attention soon
66052,"Mnemonic traversal should go by parent, not entire Shell",normal,user-facing bug,needs attention soon
344636,[breakpoints] Breakpoints disappear when restarting the inferior,normal,user-facing bug,needs attention soon
41432,Editor close behaviour on project delete/close,normal,user-facing bug,needs attention soon
215349,[Graphics] [WorkbenchLauncher] Splash screen shows incorrect year in the copyright notice,normal,non-critical feature request,can wait (low urgency)
297470,[Wizards] Settings bounds for a nested Wizard,normal,user-facing bug,needs attention soon
265940,Cannot input T-Chinese chars in Java Editor,normal,user-facing bug,needs attention soon
12085,"Please add a menu-item ""Workbench->Delete all classfiles""",enhancement,non-critical feature request,can wait (low urgency)
152803,Creating Jar,normal,user-facing bug,needs attention soon
278004,[DataBinding]  ContainerCheckedTreeViewer not handled by ViewersObservables.observeCheckedElements,normal,user-facing bug,needs attention soon
204538,[WorkbenchParts] API required to determine PageBookView from an enclosed Page,enhancement,non-critical feature request,can wait (low urgency)
40141,Null pointer exception running UI Test suites,critical,system failure / crash,immediate action required
258823,AbstractIndexerTask.runTask() breaks standalone indexer,blocker,system failure / crash,immediate action required
162005,[QuickAccess] Persist previous picks,normal,user-facing bug,needs attention soon
20306,Fails to popup the help screen by pressing F1,normal,user-facing bug,needs attention soon
28526,nested src folders - deleting the outermost one deletes all nested,major,user-facing bug,needs attention soon
23598,incorrect handling of auto-string-closing in linked positions,normal,user-facing bug,needs attention soon
262795,[Min/Max] Unmaximize editor area unreliable when editor area is split,normal,user-facing bug,needs attention soon
83346,NullPointerException during compile,critical,system failure / crash,immediate action required
76445,Managed Make C++ Project does not compile/build,normal,user-facing bug,needs attention soon
114816,[EFS] Change SyncFileWriter to use EFS instead of java.io.File,normal,user-facing bug,needs attention soon
297225,[formatter] Indentation may be still wrong in certain circumstances after formatting,normal,user-facing bug,needs attention soon
287289,NPE while quitting Eclipse before all compare editors get initialized,normal,system failure / crash,immediate action required
293600,Failure in StatusDialogManagerTest.testBug288765,normal,user-facing bug,needs attention soon
5647,Search results differ when using outliner context menu vs. dialog,normal,user-facing bug,needs attention soon
325308,Author display inconsistencies in compare editor,minor,user-facing bug,needs attention soon
231063,Update site reference triggers protocol violation,normal,user-facing bug,needs attention soon
99739,[CommonNavigator] Link with editor should link with initially brought up,normal,user-facing bug,needs attention soon
141612,IWorkbenchWidget has incorrect copyright info,normal,user-facing bug,needs attention soon
9962,Templates in JavaDoc in 20020214 insert inappropriate spaces,normal,user-facing bug,needs attention soon
39070,[navigation] Ability to click the editor's error/warning indicator,enhancement,non-critical feature request,can wait (low urgency)
36997,DCR: Accessibility on GTK,normal,non-critical feature request,can wait (low urgency)
60390,NoClassDefFoundError invoking content assist in ant editor,normal,system failure / crash,immediate action required
94067,Auto format behaviour is inconsistently in class comment blocks,normal,user-facing bug,needs attention soon
68132,[Readme] How to build with buildfiles that contain BOM,normal,non-critical feature request,can wait (low urgency)
223228,[hovering] Quick fix problem hover: remove border around scrollable area,normal,user-facing bug,needs attention soon
244610,"[CommonNavigator] tests - test file not correctly closed, causes exception in tearDown",normal,user-facing bug,needs attention soon
15104,Unix login error causes unreleated CVS VCM problems,normal,user-facing bug,needs attention soon
85125,"When bracket is placed after MethodDeclarator, build fails.",normal,system failure / crash,immediate action required
278132,icons with overlays become faded in appearance,normal,user-facing bug,needs attention soon
319738,Restore Defaults does not work in Environment tab in Preferences,normal,user-facing bug,needs attention soon
123514,[1.5] [assist]ArrayStoreException in content assist for malformed field,normal,user-facing bug,needs attention soon
95000,CCE trying to use quickfix in an annotation type,normal,user-facing bug,needs attention soon
13008,"Move a Java file, errors remain",normal,user-facing bug,needs attention soon
208127,breakpoint import does not work,normal,user-facing bug,needs attention soon
331281,Misleading error displayed,normal,user-facing bug,needs attention soon
193321,[Sync View] Migrate Compare with Each Other to the Synchronize view,normal,user-facing bug,needs attention soon
177662,[content assist] Allow wildcard filtering of completion proposals,enhancement,non-critical feature request,can wait (low urgency)
75098,NPE in RemoteFolderTreeBuilder.fetchNewDirectories,normal,system failure / crash,immediate action required
276636,"[IDE] Move ""Software Updates"" to ""Edit""",normal,user-facing bug,needs attention soon
272971,Review Patch pane in the Apply Patch wizard requires double-click,normal,user-facing bug,needs attention soon
283171,[implementation] AnnotationModel doesn't notify listeners when an attachment is removed,normal,user-facing bug,needs attention soon
263299,[target definition] Support for appending .ini VM args to launch,normal,user-facing bug,needs attention soon
325956,store run configurations depending on project folder - without the name in the .launch file,normal,user-facing bug,needs attention soon
10463,ClassCastException in Launch Configurations,normal,system failure / crash,immediate action required
166219,[launching] Run Last Launched fails due to Launch Config Tree filter,normal,user-facing bug,needs attention soon
99994,[Tags] Compare results do not show date tag as entered,normal,user-facing bug,needs attention soon
43851,[KeyBindings] doc: Advise teams to not bind keys directly,minor,user-facing bug,needs attention soon
182277,[Plug-in Dependencies View] System packages not distinguished from framework packages,normal,user-facing bug,needs attention soon
252437,Browser widget z-order issue,major,user-facing bug,needs attention soon
35512,[Importing] NPE when try to import external features,normal,system failure / crash,immediate action required
133370,Manifest's Bundle-Activator validation cleanup,normal,user-facing bug,needs attention soon
152728,eclipse3.1 has a bug about compile,blocker,system failure / crash,immediate action required
63170,Auto-insert NLS tag is malformed,normal,user-facing bug,needs attention soon
275013,[target] ease restrictions on software site locations,enhancement,non-critical feature request,can wait (low urgency)
2893,Properties view: Inconsistent use of triangle menu (1GKDJ9E),normal,user-facing bug,needs attention soon
185350,[1.6][compiler] Code generation seems to be much slower than in 1.5 mode,normal,user-facing bug,needs attention soon
6188,Focus/selection problems when using external editor,normal,user-facing bug,needs attention soon
98422,org.eclipse.pde does not need dependency on intro,normal,user-facing bug,needs attention soon
127675,Editor only shows matches from last search,major,user-facing bug,needs attention soon
56872,Class with main method cannot be run via the Run menu,normal,user-facing bug,needs attention soon
53753,Eclipse crashed when Stress Testing Suite was run,normal,system failure / crash,immediate action required
59519,Support newly added launch config variables,normal,user-facing bug,needs attention soon
221410,eclipse suspend makes gdb exit when remote debugging over ssh,major,user-facing bug,needs attention soon
102379,Unable to launch RCP app - unresolved SWT fragment,blocker,system failure / crash,immediate action required
54446,Support filter strings for compare,enhancement,non-critical feature request,can wait (low urgency)
181998,[efs] ResourcesPlugin performs too many operations in its start() method,major,user-facing bug,needs attention soon
154921,[Multi FVB] empty groups are left in tool bar,normal,user-facing bug,needs attention soon
321860,[EditorMgmt] IWorkbenchPage's javadoc needs to be updated with regards to its claim about editors and editor inputs,normal,user-facing bug,needs attention soon
59631,[Content Assist] Macros do not appear in the completion list when no prefix is provided,normal,user-facing bug,needs attention soon
25835,[breakpoints] Instruction pointer hides breakpoint icon in ruler,minor,user-facing bug,needs attention soon
70157,Add symbols as a seperate syntax highlight option,enhancement,non-critical feature request,can wait (low urgency)
14925,Return statements do not stop evaluation,normal,user-facing bug,needs attention soon
56384,[EditorMgmt] (leak) EditorWorkbooks leaked,normal,performance degradation,needs attention soon
66730,[Refactoring] Renaming a class does not change .cpp file.,major,user-facing bug,needs attention soon
21983,MenuItem's without sub-menus behave strangely,minor,user-facing bug,needs attention soon
155168,[content assist] Content assist locks UI and the whole computer,critical,system failure / crash,immediate action required
46848,Circumflex accent for characters does not work,normal,user-facing bug,needs attention soon
174107,VM Args not getting copied from .product to ini file in Mac build,major,user-facing bug,needs attention soon
308035,"[Help] Help Contents gets ""Connection Refused"" when on VPN or behind authenticated proxy",normal,user-facing bug,needs attention soon
121357,[Help] The changed Dialog Font font is not applied to the dialog of Help Advanced Settings.,normal,user-facing bug,needs attention soon
25273,[Coolbar] Cleanup code,normal,user-facing bug,needs attention soon
61010,NPE while opening plugin.xml file,normal,system failure / crash,immediate action required
149029,[spell checking] Dictionary File Parser,normal,user-facing bug,needs attention soon
286371,Save changed password to secure storage immediately,normal,security vulnerability,immediate action required
35887,[UI Guidelines] Guidelines refer to obsolete menu items,normal,user-facing bug,needs attention soon
134879,[DataBinding] Provide toString implementations for implementations of IDiff,enhancement,non-critical feature request,can wait (low urgency)
300863,Change buttons order in PathVariableDialog,trivial,non-critical feature request,can wait (low urgency)
59791,[Scanner Config] Managed Build C projects cannot find declarations in stdio.h,normal,user-facing bug,needs attention soon
326622,make: execvp: echo: Permission denied,normal,user-facing bug,needs attention soon
31363,RFE: Ability to hide JAR hierarchies in Package Explorer [package explorer] [render] [build path],enhancement,non-critical feature request,can wait (low urgency)
117086,FTPClient leaves stream open,normal,user-facing bug,needs attention soon
43970,[History View] Configure history view columns,enhancement,non-critical feature request,can wait (low urgency)
319166,"""Window->Preferences->C/C++->Editor->Save Actions"" are not working",minor,user-facing bug,needs attention soon
10999,[Perspectives] Feature Request: ability to change perspective icon,enhancement,non-critical feature request,can wait (low urgency)
92775,[find/replace] Clicking Replace/Find button goes beyond scope,normal,user-facing bug,needs attention soon
192018,"[C99 Parser] #include ""stdio.h"" fails to find system include",normal,user-facing bug,needs attention soon
235301,Paths and Symbols property page has no vertical scrollbar,normal,user-facing bug,needs attention soon
223951,hot code replace causes deadlock,major,system failure / crash,immediate action required
42606,Debugger breakpoints on caught FileNotFoundException during class loading,normal,user-facing bug,needs attention soon
48031,Provide automatic build dependency resolution,enhancement,non-critical feature request,can wait (low urgency)
12217,Internal error when synchronizing with cvs repository,major,system failure / crash,immediate action required
75381,Runtime workbench takes 4 minutes to start with many plugins,normal,performance degradation,needs attention soon
17829,Completing the install appears on each startup.,normal,user-facing bug,needs attention soon
23963,"When I use Team -> Synchronize with repository, eclipse show some files as modified, but they are not",major,user-facing bug,needs attention soon
10205,messages.properties should be internal,normal,user-facing bug,needs attention soon
32911,Missing a way to  undo a resolution,normal,user-facing bug,needs attention soon
92961,Table gets focus but shell is not active.,normal,user-facing bug,needs attention soon
338968,"Memory windows do not work across debug sessions, gdb 7.2",normal,user-facing bug,needs attention soon
93686,Provide select all / deselect all buttons for BreakpointWorkingSetPage,trivial,non-critical feature request,can wait (low urgency)
94987,[api][preferences] Support new default line separator API.,enhancement,non-critical feature request,can wait (low urgency)
10624,"GUI Blooper: ""Open on..."" in debugger s/b ""Open"", ""Drop To Frame""",trivial,non-critical feature request,can wait (low urgency)
85159,Breakpoint location tests failed in nightly build,normal,user-facing bug,needs attention soon
111570,Threads should be refreshed in a lazy fashion.,enhancement,non-critical feature request,can wait (low urgency)
310612,[Markers] Quick fix wizard should not let the user finish if nothing has been selected,minor,user-facing bug,needs attention soon
84385,disabling breakpoint with ruler action does update check box in breakpoints view,normal,user-facing bug,needs attention soon
234312,[breadcrumb] drop down stays when opening context menu on any breadcrumb item,normal,user-facing bug,needs attention soon
335098,[tests] JUnit tests don't always use the DSF executor when they should,normal,user-facing bug,needs attention soon
78678,Indexer stops reindexing file after repeated saves,normal,user-facing bug,needs attention soon
50517,Can Error Log view be moved from PDE,normal,user-facing bug,needs attention soon
57577,Update for Decorations taking too long in UI Thread,normal,performance degradation,needs attention soon
200601,display selected console numbering of debug sessions stops at 9,normal,user-facing bug,needs attention soon
230398,[CellEditors] Enhance UI of combo box cell editors,enhancement,non-critical feature request,can wait (low urgency)
153180,[OpenModes] select on hover does not work if a tooltip is shown before the hover wait time,normal,user-facing bug,needs attention soon
75081,[encoding] change deltas test failing,normal,user-facing bug,needs attention soon
7176,Code completion suggests variable name,enhancement,non-critical feature request,can wait (low urgency)
217267,[content assist] use colored labels in proposal popup,enhancement,non-critical feature request,can wait (low urgency)
167698,[History View] Contents are not cached before editor is opened,normal,user-facing bug,needs attention soon
265668,Text#setMessage(..) should force redraw,minor,user-facing bug,needs attention soon
227724,Allow to reuse bundles outside of OSGi,enhancement,non-critical feature request,can wait (low urgency)
157654,Structure Compare always says 'No Structural Differences',major,user-facing bug,needs attention soon
34775,"Two ""Build All"" buttons",normal,user-facing bug,needs attention soon
69910,Clicking on a column header in problems view removes all entries,normal,user-facing bug,needs attention soon
30801,Hierarchy View - would like to get type Javadoc hover [type hierarchy],enhancement,non-critical feature request,can wait (low urgency)
64756,TableEditor does not refresh arbitrary controls when scrolling horizontically,normal,user-facing bug,needs attention soon
330763,Support ResolverHook during build,enhancement,non-critical feature request,can wait (low urgency)
97275,method reference should not contain type variable anymore,normal,user-facing bug,needs attention soon
95806,3.1M7: cannot parse plugin.xml during JUnit tests after build,normal,user-facing bug,needs attention soon
44992,Eclipse cannot start after extracting eclipse3.0M4 build on 2.1.1,critical,system failure / crash,immediate action required
76371,Cutting and pasting slow in I20041013,normal,performance degradation,needs attention soon
328009,"Tool bar contributions to standalone view with no title ,are misaligned",normal,user-facing bug,needs attention soon
4269,Simplifying debugger perspective (1GKRAWI),normal,user-facing bug,needs attention soon
255093,"In C++ refactoring, selection should be updated like Java refactorings do",minor,user-facing bug,needs attention soon
154208,add margins in tools settings block,trivial,non-critical feature request,can wait (low urgency)
325962,[projection] Code folding behaves in unexpected ways in presence of syntax errors,normal,user-facing bug,needs attention soon
99677,[render] render synthetic bridge methods with icon adornment or textual decoration,enhancement,non-critical feature request,can wait (low urgency)
199803,"Really slow editor, Java (Others?)",normal,performance degradation,needs attention soon
17607,Build unzips with wrong permissions,major,user-facing bug,needs attention soon
151047,[extract superclass] Extract Supertype duplicates code,normal,user-facing bug,needs attention soon
59253,MakefileEditor File > Save As fails to save CDT files in different project,normal,user-facing bug,needs attention soon
85412,changing link foreground does not repaint,normal,user-facing bug,needs attention soon
104122,[Wizards] Cannot import mulitple projects as Java projects,enhancement,non-critical feature request,can wait (low urgency)
306914,Possible deadlock when big chunk of data is written by the process,major,system failure / crash,immediate action required
202632,Inconsistent shared library version number inside swt-3.3M5-motif-hpux-PA_RISC.zip,normal,user-facing bug,needs attention soon
12748,Snippet editor in debug perspective,normal,user-facing bug,needs attention soon
98514,[K&R C] displays invalid errors on correct K&R C syntax,normal,user-facing bug,needs attention soon
71005,deleting extension point does not delete exsd file,normal,user-facing bug,needs attention soon
52084,[Workbench] view toolbars should use regular background color,normal,user-facing bug,needs attention soon
117322,IFileSystem#getStore() should throw CoreException,normal,user-facing bug,needs attention soon
36871,eclipse creates /tmp/platform,normal,user-facing bug,needs attention soon
84969,Save Failed :null occurs when trying to save a jsp page with tlds included,major,user-facing bug,needs attention soon
259464,NPE in WorkbenchPage for RCP app with no cool bar,normal,system failure / crash,immediate action required
14696,Type in search results,normal,user-facing bug,needs attention soon
178062,Unwanted warnings in build.properties,normal,user-facing bug,needs attention soon
51992,[Views] NPE in ContentOutline.showPageRec,major,system failure / crash,immediate action required
172763,SWT Browser In JFrame - Not Visable Until Resize.,normal,user-facing bug,needs attention soon
10665,"provide ""go to declaration""",enhancement,non-critical feature request,can wait (low urgency)
41154,[Dialogs] Open Resource: Resource list lags,normal,performance degradation,needs attention soon
26899,redefine compatible cvs repositories,enhancement,non-critical feature request,can wait (low urgency)
61961,dangerous practice of catching Throwable,normal,user-facing bug,needs attention soon
108453,"[quick fix] @SuppressWarnings(""nls"") on static initializer causes error",major,user-facing bug,needs attention soon
249755,"OperationCanceledException is not handled by org.eclipse.compare.structuremergeviewer.StructureCreator.createStructure(Object, IProgressMonitor)",normal,user-facing bug,needs attention soon
155760,[Help] Help UI is not working using JNLP in RCP,normal,user-facing bug,needs attention soon
20508,TVT2: hardcoded string in NewTestSuiteCreationWizardPage.java,normal,user-facing bug,needs attention soon
6835,characters צהו and £ doesn't work in Java editor on Swedish keyboard,normal,user-facing bug,needs attention soon
89956,"[Intro] Mac, AMD64 - Welcome page shows wrong icons",blocker,system failure / crash,immediate action required
129772,Toolbar incorrectly bleeds through to editor window,normal,user-facing bug,needs attention soon
53414,Can select two default JREs,normal,user-facing bug,needs attention soon
56351,"[Activities] ""new project"" filtering with activities",normal,user-facing bug,needs attention soon
19565,Eclipse hung on Win98 - too many editors open? [general issue],normal,user-facing bug,needs attention soon
45096,[plan item] Generalize content assist to be available on elements other than the ITextViewer,normal,user-facing bug,needs attention soon
17086,Emacs: problems with mark,major,user-facing bug,needs attention soon
65277,Preference dialog should disable OK when okPressed,normal,user-facing bug,needs attention soon
10149,StyledText - option to change selection bg color,enhancement,non-critical feature request,can wait (low urgency)
183023,[JUnit] Subclass of testclass is not recoginzed as test class if all test methods are inherited only,normal,user-facing bug,needs attention soon
198927,Provide error reporting around invalid Bundle-ManifestVersion's,major,non-critical feature request,can wait (low urgency)
316643,Cannot enter Report Conversion Patterns on API Use Report External Tool Launch,normal,user-facing bug,needs attention soon
25702,[External Tools] Restore defaults does not work,normal,user-facing bug,needs attention soon
120875,Javadoc extraction might includes optional annotation type member information for an annotation type,normal,user-facing bug,needs attention soon
124141,[Progress] ProgressView does not populate until first update occurs,major,user-facing bug,needs attention soon
292688,[dis] DSF Disassembly: Reduce maximum width of FunctionOffset Ruler Column,minor,user-facing bug,needs attention soon
57312,[runtime] prefs: should rename or delete legacy prefs file?,normal,user-facing bug,needs attention soon
69209,ConcurrentModificationException closing eclipse after commit of build.xml,normal,system failure / crash,immediate action required
39887,Resource exception while indexing,normal,system failure / crash,immediate action required
35402,Install manager refuses further installs if current configuration has problems,major,user-facing bug,needs attention soon
70973,doc.user plugins missing from drops,blocker,system failure / crash,immediate action required
40020,Exceptions in console,normal,user-facing bug,needs attention soon
152188,[IDE] Add project identifier to window title when editing file,enhancement,non-critical feature request,can wait (low urgency)
200452,Europa PDE won't start plugins -- java.lang.ClassNotFoundException: org.eclipse.core.runtime.adaptor.EclipseStarter,normal,system failure / crash,immediate action required
91002,NumberFormatException in MIPreferencePage#storeValues(),normal,system failure / crash,immediate action required
277219,[LinkedResources] File creation wizard allows creation of linked file without link location,normal,user-facing bug,needs attention soon
70350,Sort Open Type dialog such that jars go to the bottom,enhancement,non-critical feature request,can wait (low urgency)
