id,short_desc,severity
297071,Step filter test failure on Mac,normal
95408,null missing in getBackground/ForegroundPattern API spec,normal
255732,"[Webapp] Ability to customize/config print.css for ""Print selected topics and all subtopics"" window",enhancement
57455,Aggregated plugin search indexes,enhancement
128517,"[IDE] It's not predictable, when ""Close Unrelated Projects"" is available",normal
321628,Filtering feature based launch with no selection breaks table contents,normal
95340,[formatting] Allow to create MultiPassContentFormatter that does not extend the formatting region,minor
299210,[CommonNavigator] Test improvements,enhancement
135346,enum should not be used as identified shown when enum in package.,normal
49961,invalid thread access,normal
139911,Project-scoped preferences not accessible from OPEN event handler on project import,normal
42006,Cannot use Ctrl+Arrow in the java editors,critical
336419,Remove test for org.eclipse.jdt.apt.javadoc.txt log,normal
45837,Init Error of classpath,normal
330416,Enhancement request for the Java AST/DOM package. A helper method to get a new Type ast node that corresponds to a given ITypeBinding.,enhancement
41971,[CVS Sync] Strange error in log,normal
319398,JDT Object Icons (e.g. class_obj.gif) are not guideline conform,normal
27181,Sleak - instrumentation not done on GTK and Motif,normal
35496,Setting font for Table headers does not work,normal
192292,Why does PDE try to build features in the order listed in feature.xml?,normal
57258,Option to show toString values in Variables View,enhancement
321558,[preferences] problem filtering should allow to combine name with value search,enhancement
98865,[KeyBindings] preference page: Cannot assign shortcut to Show Navigator View,normal
62794,Stub on code assist: Should check if method name is valid Java id,normal
65864,Not recognize extention plugins added by 'Managed Configuration',normal
137834,Code-Assist does not provide methods defined by interfaces implemented by a generic parameter,normal
70032,[ProblemsView] Help Context - Java Perspective,normal
85158,Update builders to execute clean target on Clean,normal
80071,Rapid stepping gets ahead of UI updates,normal
240308,[junit] Eclipse JUnit4 test runner displays a single test in a tree called Unrooted tests,normal
17083,[ExternalTools] Invalid Thread Access exception being thrown and lost,critical
261978,[Viewers] [Snippets] JFace Snippet055HideShowColumn does not show column,normal
227818,NPE in spy,normal
202394,[Viewers] Test failure for Bug2012002TableViewerTest#testBug201002 in M20070905-1045,normal
245497,Show origin of libraries in Runtime Classpath dialog,enhancement
318553,[quick fix] Add quick fix for 'The parameter x should not be assigned',enhancement
36241,CVS rep view - icons displayed under Versions when there is no version info.,normal
21551,"[DCR]GTK support for setting ""selection"" foreground/background colors (BBAWT)",normal
2308,workbench action example does not run (1GENQ7V),normal
50930,"Improve ""Step With Filters"" icon",normal
129324,Incorrect attibutes in Plug-in Registry view,normal
305433,[Gtk] unexpected MouseExit event for Shell causes bad interaction with JFace ToolTip on 3.6,normal
223739,[ds] create a basic editor for DS files,enhancement
128822,StringIndexOutOfBoundsException in log,normal
60533,[misc] Ctrl-C doesn't work when editing/ fixing errors,normal
41978,Javadoc View loses formatting on resize,minor
68607,Need to be able to participate in JDT copy refactorings [refactoring],enhancement
180785,[Help] Content extensions not showing up for context help,major
70106,[Tasks] Show task decorators in Navigator/Package Explorer/Outline,enhancement
11782,java browsing: i don't see my resources [browsing],normal
69522,[MacOSX] Variables are not shown in debugger,normal
212565,[Dialogs] Open Resource dialog's camel case support fails with file extensions,enhancement
166934,limit open type CTRL+SHIFT+T to selected working set,enhancement
61166,source not found,normal
94481,jUnit tests taking nearly five times as long to complete,major
53293,[browser] Browser doesn't support user/pass logins with mozilla,normal
190515,"""Add to Java Search"" - nothing in progress dialog",normal
330771,Run last launched disappears,normal
283970,Invalid indentation of conditional expression,normal
25348,Coolbar - Emulated behavior vs Windows behavior,enhancement
19117,[Editor Mgmt] opening java editor can take long time - show busy cursor,major
236096,Incorrectly allow raw return type in overridden method,normal
306855,"[DBCS3.6]: TCH: RHEL5 - Cannot open ""Open Element"" dialog.",major
27765,Cannot copy content of classfile editor,blocker
265375,[implicit bindings] add implicit names to certain AST nodes,normal
42443,"Error when inner class name has the same name than another class, but with not the same case sensitive",normal
144768,Code tab bar disapears,normal
11665,Replace with Latest with deleted folder fails,normal
226938,New win32 native fragment for org.eclipse.core.net,normal
305139,[Sync View][Apply Patch] Merging a file with an unmatched hunk hides the file,normal
117383,The Javac paths specified in the custom build scripts need to be extended,normal
137111,classpath collision for separate src / test directories,enhancement
10018,System Objects View does not take into consideration existing selection,normal
73221,Focus is not set in the top right control of tab folder,normal
17810,Workbench->Compare pref page doesn't resize well,normal
88473,Starting an external build triggers other external builders,normal
8983,List of views in Update shows an unknown view,normal
277063,ANT COPY task doesn't recognize Virtual File Systems,normal
110059,[ast rewrite] strange formatting after change to enhanced for,normal
341683,Table with TableEditor using a checkbox does not render correctly on Windows 7,normal
208567,[StatusHandling] Remove Java 5 from the test tool,normal
114888,[model] Unresponsive when reconciling and ASTProvider concurrently access LRU type cache,normal
25363,[Workbench] Eclipse starts (apparently) Minimized,normal
94368,"[Preferences] if the dialog is resized, new pages are unable to set their required size",normal
8815,Open Hierarchy does not set focus correctly,normal
215341,Probable Bug in SWT PrinterData.otherData using Linux-gtk,normal
40785,[plan item] Overview ruler improvements,normal
101139,"[javadoc] Spurious ""Javadoc: Invalid reference"" error with type names in link",normal
64085,[ManagedBuild] Sanity:  Getting NPE after creating C or C++ Managed Project,blocker
139943,[Memory View] Control block size per monitor,enhancement
84084,"need command-line interface to ""Replace With Another Version""",enhancement
98096,[find/replace] find next cannot find '?' if 'whole word' checked,minor
101278,[Properties] Want to overide the top level page,enhancement
60376,AssertionFailedException,normal
285121,[Viewers] Native looking checkboxes in a viewer,enhancement
13732,'Refresh All from Local' option.,enhancement
100826,[browser] Can't cut/paste with keyboard in browser's location control,minor
156590,[breakpoints] Breakpoints remain after removal of linked source.,minor
1518,Icons needed for actions (1GI5UXW),enhancement
208602,[Dialogs] Open Type dialog needs accessible labels,normal
22297,[build] Modify [javac] settings,normal
85017,"[KeyBindings] preference page: Hang in ""org/eclipse/swt/internal/gtk/OS._gtk_tree_view_column_cell_get_size""",critical
136,[Progress] need progress monitoring during merge (1GETBX7),normal
103508,TextLayout should support more than just text,enhancement
82432,[1.5] VerifyError with Autoboxing,critical
46882,PST: lookup returns wrong function,normal
47701,Team preferences pane appears to be in bold,minor
264206,Cannot click links in console,normal
116051,[ccp][reorg] invisible focus element on name conflict dialog,minor
126348,"Keybindings for Display, Inspect, Step Into Selection don't work",normal
341608,deadlock in I20110329-0800,critical
173240,[Browser] The action Open with Web Browser doesn't correctly enclose the URL with quotes,normal
223061,[JUnit] UI becomes unresponsive during several minutes when disabling 'Show Failures Only' button,normal
320876,[render] Missing 'final' decorator for local variables,normal
164012,"[content assist] Add a preferences to add ""this."" when completing field",enhancement
206743,Tree with columns has drawing errors when resizing to a minimum,normal
4887,Possible Bug when syncronizing on child of un-released folder (1GKKOY4),normal
97670,[preferences] Java Hovers page missing mnemonics,trivial
134055,[64] java VM crash on content assist,major
111589,[ErrorHandling] rcp: error-messages non-expressive,normal
67728,${build_type} variable needs updating to new build story,normal
24012,UNDO and auto add imports,enhancement
30262,Offer Search for Occurrences in Views as well [search],enhancement
26460,Comb/CCombo don't allow type ahead,normal
298115,[Memory Browser] refactoring request,major
61812,"File Search needs ""Whole Word""",normal
44756,text hovers gone on a single editor,normal
72207,Add color constant for disabled label text color,enhancement
267613,Eclipse crashes if DISPLAY is not set,normal
31157,Log ENTRY should print the build number.,normal
74693,Build order in build.xml for jars doesn't match order in build.properties,normal
35924,remove unnecessary signal blocking,normal
66052,"Mnemonic traversal should go by parent, not entire Shell",normal
344636,[breakpoints] Breakpoints disappear when restarting the inferior,normal
41432,Editor close behaviour on project delete/close,normal
215349,[Graphics] [WorkbenchLauncher] Splash screen shows incorrect year in the copyright notice,normal
297470,[Wizards] Settings bounds for a nested Wizard,normal
265940,Cannot input T-Chinese chars in Java Editor,normal
12085,"Please add a menu-item ""Workbench->Delete all classfiles""",enhancement
152803,Creating Jar,normal
278004,[DataBinding]  ContainerCheckedTreeViewer not handled by ViewersObservables.observeCheckedElements,normal
204538,[WorkbenchParts] API required to determine PageBookView from an enclosed Page,enhancement
40141,Null pointer exception running UI Test suites,critical
258823,AbstractIndexerTask.runTask() breaks standalone indexer,blocker
162005,[QuickAccess] Persist previous picks,normal
20306,Fails to popup the help screen by pressing F1,normal
28526,nested src folders - deleting the outermost one deletes all nested,major
23598,incorrect handling of auto-string-closing in linked positions,normal
262795,[Min/Max] Unmaximize editor area unreliable when editor area is split,normal
83346,NullPointerException during compile,critical
76445,Managed Make C++ Project does not compile/build,normal
114816,[EFS] Change SyncFileWriter to use EFS instead of java.io.File,normal
297225,[formatter] Indentation may be still wrong in certain circumstances after formatting,normal
287289,NPE while quitting Eclipse before all compare editors get initialized,normal
293600,Failure in StatusDialogManagerTest.testBug288765,normal
5647,Search results differ when using outliner context menu vs. dialog,normal
325308,Author display inconsistencies in compare editor,minor
231063,Update site reference triggers protocol violation,normal
99739,[CommonNavigator] Link with editor should link with initially brought up,normal
141612,IWorkbenchWidget has incorrect copyright info,normal
9962,Templates in JavaDoc in 20020214 insert inappropriate spaces,normal
39070,[navigation] Ability to click the editor's error/warning indicator,enhancement
36997,DCR: Accessibility on GTK,normal
60390,NoClassDefFoundError invoking content assist in ant editor,normal
94067,Auto format behaviour is inconsistently in class comment blocks,normal
68132,[Readme] How to build with buildfiles that contain BOM,normal
223228,[hovering] Quick fix problem hover: remove border around scrollable area,normal
244610,"[CommonNavigator] tests - test file not correctly closed, causes exception in tearDown",normal
15104,Unix login error causes unreleated CVS VCM problems,normal
85125,"When bracket is placed after MethodDeclarator, build fails.",normal
278132,icons with overlays become faded in appearance,normal
319738,Restore Defaults does not work in Environment tab in Preferences,normal
123514,[1.5] [assist]ArrayStoreException in content assist for malformed field,normal
95000,CCE trying to use quickfix in an annotation type,normal
13008,"Move a Java file, errors remain",normal
208127,breakpoint import does not work,normal
331281,Misleading error displayed,normal
193321,[Sync View] Migrate Compare with Each Other to the Synchronize view,normal
177662,[content assist] Allow wildcard filtering of completion proposals,enhancement
75098,NPE in RemoteFolderTreeBuilder.fetchNewDirectories,normal
276636,"[IDE] Move ""Software Updates"" to ""Edit""",normal
272971,Review Patch pane in the Apply Patch wizard requires double-click,normal
283171,[implementation] AnnotationModel doesn't notify listeners when an attachment is removed,normal
263299,[target definition] Support for appending .ini VM args to launch,normal
325956,store run configurations depending on project folder - without the name in the .launch file,normal
10463,ClassCastException in Launch Configurations,normal
166219,[launching] Run Last Launched fails due to Launch Config Tree filter,normal
99994,[Tags] Compare results do not show date tag as entered,normal
43851,[KeyBindings] doc: Advise teams to not bind keys directly,minor
182277,[Plug-in Dependencies View] System packages not distinguished from framework packages,normal
252437,Browser widget z-order issue,major
35512,[Importing] NPE when try to import external features,normal
133370,Manifest's Bundle-Activator validation cleanup,normal
152728,eclipse3.1 has a bug about compile,blocker
63170,Auto-insert NLS tag is malformed,normal
275013,[target] ease restrictions on software site locations,enhancement
2893,Properties view: Inconsistent use of triangle menu (1GKDJ9E),normal
185350,[1.6][compiler] Code generation seems to be much slower than in 1.5 mode,normal
6188,Focus/selection problems when using external editor,normal
98422,org.eclipse.pde does not need dependency on intro,normal
127675,Editor only shows matches from last search,major
56872,Class with main method cannot be run via the Run menu,normal
53753,Eclipse crashed when Stress Testing Suite was run,normal
59519,Support newly added launch config variables,normal
221410,eclipse suspend makes gdb exit when remote debugging over ssh,major
102379,Unable to launch RCP app - unresolved SWT fragment,blocker
54446,Support filter strings for compare,enhancement
181998,[efs] ResourcesPlugin performs too many operations in its start() method,major
154921,[Multi FVB] empty groups are left in tool bar,normal
321860,[EditorMgmt] IWorkbenchPage's javadoc needs to be updated with regards to its claim about editors and editor inputs,normal
59631,[Content Assist] Macros do not appear in the completion list when no prefix is provided,normal
25835,[breakpoints] Instruction pointer hides breakpoint icon in ruler,minor
70157,Add symbols as a seperate syntax highlight option,enhancement
14925,Return statements do not stop evaluation,normal
56384,[EditorMgmt] (leak) EditorWorkbooks leaked,normal
66730,[Refactoring] Renaming a class does not change .cpp file.,major
21983,MenuItem's without sub-menus behave strangely,minor
155168,[content assist] Content assist locks UI and the whole computer,critical
46848,Circumflex accent for characters does not work,normal
174107,VM Args not getting copied from .product to ini file in Mac build,major
308035,"[Help] Help Contents gets ""Connection Refused"" when on VPN or behind authenticated proxy",normal
121357,[Help] The changed Dialog Font font is not applied to the dialog of Help Advanced Settings.,normal
25273,[Coolbar] Cleanup code,normal
61010,NPE while opening plugin.xml file,normal
149029,[spell checking] Dictionary File Parser,normal
286371,Save changed password to secure storage immediately,normal
35887,[UI Guidelines] Guidelines refer to obsolete menu items,normal
134879,[DataBinding] Provide toString implementations for implementations of IDiff,enhancement
300863,Change buttons order in PathVariableDialog,trivial
59791,[Scanner Config] Managed Build C projects cannot find declarations in stdio.h,normal
326622,make: execvp: echo: Permission denied,normal
31363,RFE: Ability to hide JAR hierarchies in Package Explorer [package explorer] [render] [build path],enhancement
117086,FTPClient leaves stream open,normal
43970,[History View] Configure history view columns,enhancement
319166,"""Window->Preferences->C/C++->Editor->Save Actions"" are not working",minor
10999,[Perspectives] Feature Request: ability to change perspective icon,enhancement
92775,[find/replace] Clicking Replace/Find button goes beyond scope,normal
192018,"[C99 Parser] #include ""stdio.h"" fails to find system include",normal
235301,Paths and Symbols property page has no vertical scrollbar,normal
223951,hot code replace causes deadlock,major
42606,Debugger breakpoints on caught FileNotFoundException during class loading,normal
48031,Provide automatic build dependency resolution,enhancement
12217,Internal error when synchronizing with cvs repository,major
75381,Runtime workbench takes 4 minutes to start with many plugins,normal
17829,Completing the install appears on each startup.,normal
23963,"When I use Team -> Synchronize with repository, eclipse show some files as modified, but they are not",major
10205,messages.properties should be internal,normal
32911,Missing a way to  undo a resolution,normal
92961,Table gets focus but shell is not active.,normal
338968,"Memory windows do not work across debug sessions, gdb 7.2",normal
93686,Provide select all / deselect all buttons for BreakpointWorkingSetPage,trivial
94987,[api][preferences] Support new default line separator API.,enhancement
10624,"GUI Blooper: ""Open on..."" in debugger s/b ""Open"", ""Drop To Frame""",trivial
85159,Breakpoint location tests failed in nightly build,normal
111570,Threads should be refreshed in a lazy fashion.,enhancement
310612,[Markers] Quick fix wizard should not let the user finish if nothing has been selected,minor
84385,disabling breakpoint with ruler action does update check box in breakpoints view,normal
234312,[breadcrumb] drop down stays when opening context menu on any breadcrumb item,normal
335098,[tests] JUnit tests don't always use the DSF executor when they should,normal
78678,Indexer stops reindexing file after repeated saves,normal
50517,Can Error Log view be moved from PDE,normal
57577,Update for Decorations taking too long in UI Thread,normal
200601,display selected console numbering of debug sessions stops at 9,normal
230398,[CellEditors] Enhance UI of combo box cell editors,enhancement
153180,[OpenModes] select on hover does not work if a tooltip is shown before the hover wait time,normal
75081,[encoding] change deltas test failing,normal
7176,Code completion suggests variable name,enhancement
217267,[content assist] use colored labels in proposal popup,enhancement
167698,[History View] Contents are not cached before editor is opened,normal
265668,Text#setMessage(..) should force redraw,minor
227724,Allow to reuse bundles outside of OSGi,enhancement
157654,Structure Compare always says 'No Structural Differences',major
34775,"Two ""Build All"" buttons",normal
69910,Clicking on a column header in problems view removes all entries,normal
30801,Hierarchy View - would like to get type Javadoc hover [type hierarchy],enhancement
64756,TableEditor does not refresh arbitrary controls when scrolling horizontically,normal
330763,Support ResolverHook during build,enhancement
97275,method reference should not contain type variable anymore,normal
95806,3.1M7: cannot parse plugin.xml during JUnit tests after build,normal
44992,Eclipse cannot start after extracting eclipse3.0M4 build on 2.1.1,critical
76371,Cutting and pasting slow in I20041013,normal
328009,"Tool bar contributions to standalone view with no title ,are misaligned",normal
4269,Simplifying debugger perspective (1GKRAWI),normal
255093,"In C++ refactoring, selection should be updated like Java refactorings do",minor
154208,add margins in tools settings block,trivial
325962,[projection] Code folding behaves in unexpected ways in presence of syntax errors,normal
99677,[render] render synthetic bridge methods with icon adornment or textual decoration,enhancement
199803,"Really slow editor, Java (Others?)",normal
17607,Build unzips with wrong permissions,major
151047,[extract superclass] Extract Supertype duplicates code,normal
59253,MakefileEditor File > Save As fails to save CDT files in different project,normal
85412,changing link foreground does not repaint,normal
104122,[Wizards] Cannot import mulitple projects as Java projects,enhancement
306914,Possible deadlock when big chunk of data is written by the process,major
202632,Inconsistent shared library version number inside swt-3.3M5-motif-hpux-PA_RISC.zip,normal
12748,Snippet editor in debug perspective,normal
98514,[K&R C] displays invalid errors on correct K&R C syntax,normal
71005,deleting extension point does not delete exsd file,normal
52084,[Workbench] view toolbars should use regular background color,normal
117322,IFileSystem#getStore() should throw CoreException,normal
36871,eclipse creates /tmp/platform,normal
84969,Save Failed :null occurs when trying to save a jsp page with tlds included,major
259464,NPE in WorkbenchPage for RCP app with no cool bar,normal
14696,Type in search results,normal
178062,Unwanted warnings in build.properties,normal
51992,[Views] NPE in ContentOutline.showPageRec,major
172763,SWT Browser In JFrame - Not Visable Until Resize.,normal
10665,"provide ""go to declaration""",enhancement
41154,[Dialogs] Open Resource: Resource list lags,normal
26899,redefine compatible cvs repositories,enhancement
61961,dangerous practice of catching Throwable,normal
108453,"[quick fix] @SuppressWarnings(""nls"") on static initializer causes error",major
249755,"OperationCanceledException is not handled by org.eclipse.compare.structuremergeviewer.StructureCreator.createStructure(Object, IProgressMonitor)",normal
155760,[Help] Help UI is not working using JNLP in RCP,normal
20508,TVT2: hardcoded string in NewTestSuiteCreationWizardPage.java,normal
6835,characters צהו and £ doesn't work in Java editor on Swedish keyboard,normal
89956,"[Intro] Mac, AMD64 - Welcome page shows wrong icons",blocker
129772,Toolbar incorrectly bleeds through to editor window,normal
53414,Can select two default JREs,normal
56351,"[Activities] ""new project"" filtering with activities",normal
19565,Eclipse hung on Win98 - too many editors open? [general issue],normal
45096,[plan item] Generalize content assist to be available on elements other than the ITextViewer,normal
17086,Emacs: problems with mark,major
65277,Preference dialog should disable OK when okPressed,normal
10149,StyledText - option to change selection bg color,enhancement
183023,[JUnit] Subclass of testclass is not recoginzed as test class if all test methods are inherited only,normal
198927,Provide error reporting around invalid Bundle-ManifestVersion's,major
316643,Cannot enter Report Conversion Patterns on API Use Report External Tool Launch,normal
25702,[External Tools] Restore defaults does not work,normal
120875,Javadoc extraction might includes optional annotation type member information for an annotation type,normal
124141,[Progress] ProgressView does not populate until first update occurs,major
292688,[dis] DSF Disassembly: Reduce maximum width of FunctionOffset Ruler Column,minor
57312,[runtime] prefs: should rename or delete legacy prefs file?,normal
69209,ConcurrentModificationException closing eclipse after commit of build.xml,normal
39887,Resource exception while indexing,normal
35402,Install manager refuses further installs if current configuration has problems,major
70973,doc.user plugins missing from drops,blocker
40020,Exceptions in console,normal
152188,[IDE] Add project identifier to window title when editing file,enhancement
200452,Europa PDE won't start plugins -- java.lang.ClassNotFoundException: org.eclipse.core.runtime.adaptor.EclipseStarter,normal
91002,NumberFormatException in MIPreferencePage#storeValues(),normal
277219,[LinkedResources] File creation wizard allows creation of linked file without link location,normal
70350,Sort Open Type dialog such that jars go to the bottom,enhancement
195056,[refactoring scripts] Scriptable Refactoring XML is not human understandable,enhancement
162112,Hitting help buttton multiple times causes dialog to resize,normal
7796,Inconsistent use of Shortcut key letters in several menus,normal
20366,[F3] Unwanted switch to first edit window when opening 2nd.,normal
110705,Add filtered text to CVS repositories view.,normal
116931,New TeamHook validation methods,normal
337119,Unpredictable behavior of posted key events on Linux,normal
210422,[compiler] Need to have local bindings created in error cases,normal
45108,[Contributions] SubContributionManger.find(String) throws exception,major
75161,eclipse debugger hangs on Mdk 10.1 CE,normal
78425,[Bugs] Blank window shown when bug system first installed,normal
37719,[EditorMgmt] [ViewMgmt] Unify editors and views,enhancement
106262,Javadoc: preformatted regions are indented with each auto-format,normal
159138,[projection] Need a way to append to a folded region without first expanding,enhancement
36580,Bad Line Ending handling on Linux & Solaris,minor
55805,Error overlay does not disappear from features on review page.,normal
130199,Package navigation in ManifestEditor,normal
89390,Update Manager help refers to Install Perspective,trivial
95164,[extract local] fails in switch,normal
43086,NPE in PatternLocator.matchesTypeReference,major
65411,Thread deadlock (?) after changing the class path.,normal
63148,[Scanner Config] Docs improvements,normal
293583,non-externalized string warning in P2Utils,normal
344023,Need a way to override Find action of Variables view and its derived classes.,enhancement
263539,[cocoa] display loop on the 'non-main' thread freezes up.,normal
211928,ExpressionDropAdapter makes implementation to IWatchExpressionFactoryAdapterExtension mandatory,normal
59495,Would like a way to plug customized dispay for .class files,enhancement
117410,MESSAGE java.lang.NullPointerException encountered while running MyEclipse Spring Project Builder,normal
152027,Adding partial source folder to project mismanages package,normal
192624,Remove tag feature in the CVS client,enhancement
41602,missing @exception in javadoc of IPackageFragment.getNonJavaResources,trivial
3088,[runtime] <export> visibility filters ignored in development mode (1GHFHV7),normal
168072,"[breakpoints] cut text with breakpoint, undo - breakpoint does not re-appear",normal
24720,ReferenceTypeImpl performance issue,enhancement
80803,Project-specific compiler preferences should be committable,normal
341231,[breadcrumb][api] Make breadcrumb APIs as public APIs,enhancement
110925,[formatter] annotation formatting bug,normal
167495,[Webapp] 404 page not found error in toc view,normal
66170,Different implementation of method override - ctrl+space vs Override/Implement method dialog [code manipulation],normal
51864,Compiler incorrectly reports exception on overriding method,normal
274532,Cannot scroll to bottom of virtual table,normal
138126,Exception creating new launch configuration,normal
105851,Allow per instance configuration of the framework,enhancement
18104,Mnemonic collision on Edit menu,normal
11310,Move dialog: Update references unnecessarily disabled,normal
244445,"cannot disable ""automatically indent : new lines and braces""",enhancement
90466,Class loading taking in around 10ms per class,normal
53651,[Workbench] copy preference for show/hide of text on perspective bar to the bar,normal
128963,[compiler] null reference analysis: incorrect analysis,normal
135071,[Trim] Swtich to 'ragged' trim,normal
248431,"Restore from Local History... does nothing, logs StringIndexOutOfBoundsException",normal
122743,ToggleBreakpointAction must implement IUpdate,normal
22458,Refactoring a package does not move the package's directory,major
283575,[1.5][compiler] Compiler Error in type inference.,normal
70390,bad or incorrect error message,normal
68696,eclipse 3.0 relese version crashed after splash screen,critical
143849,[JUnit] Run/Debug/Profile As > JUnit shortcut doesn't work in the navigator view,major
178697,[History] History-keeping folder deletion moves symlinks into local history zone,normal
217318,Importing an Ant file with references to environment variables in a path element causes an error,normal
288833,Breakpoint export wizard should be able to make better initial selections,enhancement
55899,NPE & Assertion Failure in Call Hierarchy,normal
109320,[Viewers] clicking Ignore whitespace toolitem throws part focus,normal
26310,[Workbench] Compiler warnings in EditorManager,normal
72422,[Sync View] Sync view population job should mention view,minor
31146,puzzling message output level issues,normal
84740,crash on windows xp korean,normal
23985,"XMLMemento is great, but needs a few more APIs",enhancement
79119,Should Provide an ExternalFiles Folder for External Matches,normal
97583,Managed Views not closed,normal
294469,Crash collapsing tree item in sync view,normal
7171,[Presentations] Views should have half height title bars,enhancement
78149,[model] IType.resolveType(String typeName) fails,normal
272334,[quick assist] 'Replace conditional with if-else' should also work on VariableDeclarationFragment,enhancement
45734,Need some speed improvements when closing projects.,normal
70198,Semantic checks on plugin.xml,normal
281951,[rename] Rename method with name of constructor results in unexpected behavior,major
255201,"[WorkingSet UI] Missing ""Merge All"" in ""Import Project Set""",normal
132830,new variables view: please select the row when clicked on any column,normal
10389,Editing non-Java files causes a recompile,minor
339224,"[content assist] ',' does not jump to the next argument if linked position has no proposal",enhancement
97823,Unable to delete the Project,normal
298766,[StyledText] some keys do not work when mouse button 1 pressed,normal
155931,"""Invalid character constant"" when exporting plugin or product",major
208611,Space in install path causes IllegalArgumentException during export or update site build,normal
14501,[Preferences] build order pref page should have icons,enhancement
131123,[call hierarchy] Change to search scope should update view,enhancement
73039,PluginDescriptor.find returns unnecessary /,normal
84589,"allow event listeners to specify ""add to end of list""",enhancement
60664,Deadlock terminating a session,normal
240503,Linux startup is broken since windows workspace copy,blocker
70195,Enhance menu's font setting,enhancement
29618,Strange error in CVSLightweightDecorator,normal
41778,Move directly to first change in next file,enhancement
4825,Toolbar button roll-over highlight does not match OS apps (1GJUQZQ),normal
6853,extension-properties not shown under some circumstances,normal
111316,IndexOutOfBoundsException replacing text,normal
266022,Mac launching bundle should be split into two,normal
29991,Change to file did not show up in sync,normal
70501,[classpath] Capability of linking external resources to lower level of a project structure,enhancement
326867,debug view messed up on terminate,normal
24853,Possible to add a detail formatter for the same type more than once,normal
86547,[Bindings] problems with bindings associated with functions that have default arguments,normal
341632,[Accessibility] Traditional memory rendering is not accessible by keyboard,normal
293747,[Help][Print]Add maximum printed topics and maximum connections to the preference to optimize the quick print operation,normal
64112,[Workbench] NullPointerException in PerspectiveHelper.partChangeAffectsZoom (line 1002),normal
170069,Cleanup profile customization provides no OK button,normal
277556,[preferences] Syntax Coloring Preview Window is showing colors to incorrect char set for classes element,normal
206350,Using the default locale on the Build Notes page,trivial
86409,Bad default combo-box text in 'Edit Library' JRE dialog,normal
334774,"In the package explorer when ""Link with Editor"" is active closing a file in the editor jumps to the just closed file",minor
101466,[MBS]: IDE freezes when drag Mgd project properites page,critical
300508,Fix dead code compile errors,normal
25558,[Editor Mgmt] Dropdown menus on forward/back nav buttons,major
167408,"""Build failed"" is too strong of a message for a build where map files have not changed",normal
284113,"Enhance working with Plug-ins selection in ""Run Configurations...""",enhancement
34331,Double click at end of block does not highlight block,normal
90853,Dynamic option to ignore whitespaces,enhancement
297986,Launch config should abstract the JRE,normal
99399,[1.5][assist] Code assist propose final classes in methods type parameter extends clause,normal
146394,Access to a inherited member from a internal class on a non-internal class should not be warned,normal
79866,[search] Search match should persist match rule for filtering at a later stage,normal
76343,"Formatter, Blank Line Before Closing Brace in Class Definition",enhancement
109596,[Decorators] could not clear the cached images from the DecorationScheduler,enhancement
178712,[Perspectives] Minimized stacks in 'perspectiveExtensions' use the old behavior,normal
31297,filters for elements with no errors/warnings [package explorer] [filters],enhancement
19122,ANT executes in wrong directory,major
49439,[EditorMgmt] need a show/hide editor button near pin editor,enhancement
102506,double listed directory names in source for linked sources,normal
223315,[breakpoints] Inner class defined in a method can produce multiple breakpoints in the same line,normal
274020,Code assist fails to deliver proposals,normal
103273,[EditorMgmt] icon cannot be specified per content-types,enhancement
57250,Deleting matches doesn't work after last match of group was deleted,minor
242760,[Browser] Delete key is eaten in Internal Web Browser,major
152382,Eclipse 3.2 cpu loop,normal
214923,Inform user when extension point schema unavailable,normal
228840,Invalid Plug-in ID should be error severity instead of warning,normal
60470,Editor does not react any more after refactoring,normal
264908,[target] Allow cancellation of the edit target wizard while resolving target,normal
79188,[Viewers] (Table)Viewer should allow update of a known (Table)Item,enhancement
236140,[refactoring] Add a refactoring for 'Hide Delegate',enhancement
4129,DCR: Text Search results should show platform icon (1GIT98J),enhancement
304528,compare against 3.5.2,normal
287596,http://eclipse.org/swt/macgen.php needs to be updated,normal
23871,Core dump running test suites,normal
102130,Compiler should not warn about non-externalized string in annotation,normal
9428,Gradients start grayed,normal
172976,Console view showing wrong label,major
4321,[nls tooling] outline for .properties files,enhancement
190508,[infer type arguments] Infer Generics Refactoring Broken,major
8372,CVS hangs/crashes during checkout of big files over intranet (reproducable),critical
820,Welcome: Workbench User Guide does not show anything by default (1GEUWHF),normal
81590,[1.5][compiler] Iteration over nested arrays is broken,normal
96409,Compliance level '1.4' is incompatible with source level '1.5',normal
10694,[templates] need more flexible type mechanism,normal
100885,Keyboard paste (Cmd-V) starts going to wrong tab/view,normal
112641,cannot open binary file from CVS,normal
88550,[Wizards] Wizard and Configuration Fonts,normal
338649,[perfs] Regression on FullSourceWorkspaceModelTests#testInitJDTPlugin,normal
127904,SWTException: Widget is disposed creating new extension,major
204675,'Convert Line Delimeters To' option doesn't mark the latest choice,normal
179662,Implement configuration-based scanner discovery in the make.core,enhancement
81374,[rename] RippleMethodFinder2 should accept a RefactoringStatus and flag binary methods in ripple,normal
302863,[WorkbenchParts] EditorActionBars doesn't get propertly activated after exception during editor initialization,normal
96627,USABILITY: Renaming a folder should move make targets to new folder,normal
175151,"move OpenTypeDialog/Action, AllTypesCache to use the IIndex API",normal
330256,"Make ""Organize Manifest"" wizard run with Orbit projects",enhancement
